mean,std_err,ci_2.5,ci_97.5,p_value,word_index
0.19345186534566636,0.03511647886172634,0.12650591076430848,0.2628959206374166,9.999000099990002e-05,0
0.25906184786705533,0.06186807756070033,0.13534441372465797,0.3762894425630263,9.999000099990002e-05,1
0.24379504333291382,0.05861097441919775,0.12609934979519802,0.35438532520616545,9.999000099990002e-05,2
0.2416264844113953,0.04230476653898526,0.15973721397225857,0.3239658834342372,9.999000099990002e-05,3
0.25250278209064475,0.029276029987165872,0.19740839705179916,0.31140983231295416,9.999000099990002e-05,4
0.1961250025956575,0.06468663891262712,0.07377013672229636,0.3216116644694636,0.0004999500049995,5
0.1965610394771515,0.04301271453771344,0.11045336999589783,0.27806991231742695,9.999000099990002e-05,6
0.18415507408775855,0.055753067329286005,0.07620820495775468,0.29294440117352505,9.999000099990002e-05,7
0.2692107240698848,0.034076535178172225,0.20368977047711498,0.3368419374717642,9.999000099990002e-05,8
0.20676225654890154,0.02715143123977246,0.15506416036039958,0.2618815860620845,9.999000099990002e-05,9
0.1712355514374962,0.02336715995714143,0.12634281002711398,0.2179793976884019,9.999000099990002e-05,10
0.1825111986202144,0.024292942628106707,0.13552150166766963,0.2300257766327887,9.999000099990002e-05,11
0.16813343245406412,0.0488492446487889,0.07441138798616742,0.2660726186067871,9.999000099990002e-05,12
0.22216661777497165,0.037334790950619735,0.1493388801944562,0.29598985778498127,9.999000099990002e-05,13
0.27322323181386377,0.06584733313657787,0.14218151856789527,0.3967725040713959,9.999000099990002e-05,14
0.19770718955007527,0.032427934262943034,0.13324834284319445,0.2606508261208686,9.999000099990002e-05,15
0.23009021802988686,0.054585537715208854,0.1277707603871422,0.3401574681205516,9.999000099990002e-05,16
0.2203689319443106,0.029974374364240025,0.16326883086910204,0.28149032963347687,9.999000099990002e-05,17
0.22897779719145087,0.05862485097238792,0.11328372240936527,0.3437382560660521,9.999000099990002e-05,18
0.26534826935956973,0.06596245231441022,0.1356952294535692,0.38977173684515615,9.999000099990002e-05,19
0.15468284732442464,0.0264116488952363,0.1041427705803318,0.2073446504624161,9.999000099990002e-05,20
0.13403686344357207,0.019783225970984673,0.09760983928197,0.17426168819199733,9.999000099990002e-05,21
0.18726904924262625,0.025789790480342124,0.13840402015508843,0.23892950454753217,9.999000099990002e-05,22
0.15913462717346202,0.020642310350137253,0.11920916468593092,0.19925228873258272,9.999000099990002e-05,23
0.31865275095545864,0.03241250210660088,0.2563517646403853,0.38327267731696296,9.999000099990002e-05,24
0.15915367729722374,0.030311175663743563,0.10240489380406016,0.22062354561604203,9.999000099990002e-05,25
0.192877765095792,0.0427076431010188,0.10996072409091422,0.2759645616415439,9.999000099990002e-05,26
0.25729727268013164,0.044461833027726556,0.1697257500230217,0.34420877240151976,9.999000099990002e-05,27
0.20437042763561344,0.024478640093316992,0.1571854911414271,0.2534605936413505,9.999000099990002e-05,28
0.258572809429377,0.06264232016302049,0.13400145397049734,0.3797933550421511,9.999000099990002e-05,29
0.20176768095317843,0.06660240194204295,0.07282060433353742,0.33185926153004003,0.00029997000299970003,30
0.22645233891163957,0.02095669376307382,0.18690907067972276,0.26784432936549296,9.999000099990002e-05,31
0.16904995920114455,0.0460834437144243,0.07855532288377197,0.2567623001888938,0.00019998000199980003,32
0.14570443623769927,0.02146079997913796,0.10688937029946687,0.19047986398773029,9.999000099990002e-05,33
0.2267064184617024,0.05013733859629674,0.12694354565150023,0.32457186895402423,9.999000099990002e-05,34
0.19079475779015218,0.07334195299639083,0.04656051637953074,0.3362292430330021,0.0005999400059994001,35
0.24197783091136288,0.060052312470164064,0.12212095017188893,0.3554488941176233,9.999000099990002e-05,36
0.20123746785489247,0.03443361625749839,0.13642447753557313,0.2695424034798976,9.999000099990002e-05,37
0.2674253094835877,0.06318024880204019,0.13993481041605524,0.38958364392454564,9.999000099990002e-05,38
0.06527765843956583,0.02096298648607727,0.024677486712850433,0.10732637083382858,0.0004999500049995,39
0.15282414221624413,0.05173340987046812,0.05701948679438151,0.2547859485789759,0.00019998000199980003,40
0.25620077547961523,0.0566689949000032,0.14934102274527575,0.36930568449550893,9.999000099990002e-05,41
0.21220786678401568,0.020715215876300295,0.17098040599048112,0.25192167652611425,9.999000099990002e-05,42
0.19667925659190372,0.05674551274187088,0.08661846234199921,0.3100235977968495,9.999000099990002e-05,43
0.26390153175801995,0.05941023890337239,0.1464266712632561,0.37953657043975925,9.999000099990002e-05,44
0.2010341913584168,0.04586277797005016,0.11578146908500908,0.29429764820690313,9.999000099990002e-05,45
0.1810037508912573,0.06647279550905665,0.05339786970992506,0.31360039874817475,0.0005999400059994001,46
0.22096512107588345,0.030895182790241973,0.16359553707583946,0.2840177509449633,9.999000099990002e-05,47
0.15682779490661514,0.036035211164210594,0.09049246178257478,0.22954956192096646,9.999000099990002e-05,48
0.1894416768330702,0.02531380733540181,0.14112496132109362,0.2401249274867044,9.999000099990002e-05,49
0.0993626866928481,0.015496505778468596,0.0690172303519152,0.12936562116243552,9.999000099990002e-05,50
0.26919941112858814,0.06571018019298913,0.13864833508870975,0.39558786132575297,9.999000099990002e-05,51
0.21600899139798171,0.05438227475608109,0.1081426857463104,0.31945661328060093,9.999000099990002e-05,52
0.2287934669497402,0.034549962169752334,0.1641634775119251,0.29910963320710293,9.999000099990002e-05,53
0.17328182409196038,0.026585322374926237,0.12066303319756369,0.22591692380264514,9.999000099990002e-05,54
0.1783840902608342,0.03571445660056268,0.11430843516072405,0.2536751407819541,9.999000099990002e-05,55
0.21394776883654135,0.0382754429110267,0.14076482155498304,0.2915905405196037,9.999000099990002e-05,56
0.20216176763795868,0.025050092675634957,0.15430360094901513,0.25281272089488466,9.999000099990002e-05,57
0.18213451351044216,0.025885598606326055,0.1323588927165328,0.23335681580257148,9.999000099990002e-05,58
0.20170321495652138,0.02259981607830984,0.15869798926591405,0.24751519843626296,9.999000099990002e-05,59
0.1689444459012931,0.06514364100032805,0.04625773059051285,0.29969244305539794,0.00039996000399960006,60
0.22431868368470564,0.05762301317221681,0.11204529845289209,0.3346941743983521,9.999000099990002e-05,61
0.16875554366906242,0.03438713798748682,0.10206036152411323,0.23673752730445607,9.999000099990002e-05,62
0.16639211842060236,0.0313092189989279,0.11114667017771405,0.2312445193909934,9.999000099990002e-05,63
0.18582156053264137,0.031469217449530726,0.12127993955751042,0.24430263615452982,9.999000099990002e-05,64
0.19429522194611537,0.03350924193808343,0.12867852186216036,0.2608668768012663,9.999000099990002e-05,65
